Specie,Group,Assembly,Query,ProteinLength,IsoelectricPoint,MolecularWeight,Localizations,Orthogroup,Domains,Orthogroup_
Malaya genurostris,Diptera,GCF_030247185.1,XP_058452974.1,442,7.4043,48632.43,Extracellular,OG0000001,['Glyco_hydro_18'],1
Stomoxys calcitrans,Diptera,GCF_963082655.1,XP_013107208.1,431,10.0232,48133.22,Extracellular,OG0000001,['Glyco_hydro_18'],1
Stomoxys calcitrans,Diptera,GCF_963082655.1,XP_013107211.2,410,10.0426,46977.68,Extracellular,OG0000001,['Glyco_hydro_18'],1
Stomoxys calcitrans,Diptera,GCF_963082655.1,XP_013109445.1,443,7.4227,48698.26,Extracellular|Lysosome/Vacuole,OG0000001,['Glyco_hydro_18'],1
Bactrocera latifrons,Diptera,GCF_001853355.1,XP_018802091.1,452,7.3788,50301.19,Extracellular,OG0000001,['Glyco_hydro_18'],1
Anopheles ziemanni,Diptera,GCF_943734765.1,XP_058168407.1,438,8.3694,48095.7,Extracellular|Lysosome/Vacuole,OG0000001,['Glyco_hydro_18'],1
Bactrocera latifrons,Diptera,GCF_001853355.1,XP_018800655.1,439,7.4975,48311.72,Extracellular|Lysosome/Vacuole,OG0000001,['Glyco_hydro_18'],1
Malaya genurostris,Diptera,GCF_030247185.1,XP_058452975.1,442,7.0945,48554.28,Extracellular,OG0000001,['Glyco_hydro_18'],1
Bactrocera latifrons,Diptera,GCF_001853355.1,XP_018798938.1,436,6.5047,49468.36,Extracellular,OG0000001,['Glyco_hydro_18'],1
Anopheles ziemanni,Diptera,GCF_943734765.1,XP_058168406.1,442,8.5997,49701.59,Extracellular,OG0000001,['Glyco_hydro_18'],1
Anopheles ziemanni,Diptera,GCF_943734765.1,XP_058168294.1,445,8.0914,49365.07,Extracellular,OG0000001,['Glyco_hydro_18'],1
Lucilia cuprina,Diptera,GCF_022045245.1,XP_023296099.2,440,7.0762,50115.08,Extracellular,OG0000001,['Glyco_hydro_18'],1
Stomoxys calcitrans,Diptera,GCF_963082655.1,XP_013118145.1,454,6.9555,51051.97,Extracellular,OG0000001,['Glyco_hydro_18'],1
Lucilia cuprina,Diptera,GCF_022045245.1,XP_023296100.2,431,7.759,48430.25,Extracellular,OG0000001,['Glyco_hydro_18'],1
Anthonomus grandis grandis,Coleoptera,GCF_022605725.1,XP_050306830.1,458,6.5089,51675.49,Extracellular,OG0000001,['Glyco_hydro_18'],1
Ischnura elegans,Odonata,GCF_921293095.1,XP_046396058.1,453,8.302,49942.87,Extracellular,OG0000001,['Glyco_hydro_18'],1
Stomoxys calcitrans,Diptera,GCF_963082655.1,XP_013099267.2,442,6.9194,50466.29,Extracellular,OG0000001,['Glyco_hydro_18'],1
Stomoxys calcitrans,Diptera,GCF_963082655.1,XP_013099259.1,626,7.369,70891.72,Extracellular,OG0000001,"['Glyco_hydro_18', 'Glyco_hydro_18']",1
Atta cephalotes,Hymenoptera,GCF_000143395.1,XP_012058940.1,456,7.2194,50661.25,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila teissieri,Diptera,GCF_016746235.2,XP_043642362.1,441,7.8005,49157.64,Extracellular,OG0000001,['Glyco_hydro_18'],1
Wasmannia auropunctata,Hymenoptera,GCF_000956235.1,XP_011696192.1,446,7.1796,49612.8,Extracellular,OG0000001,['Glyco_hydro_18'],1
Malaya genurostris,Diptera,GCF_030247185.1,XP_058444307.1,685,7.8475,75746.84,Cytoplasm,OG0000001,"['Glyco_hydro_18', 'Glyco_hydro_18']",1
Drosophila teissieri,Diptera,GCF_016746235.2,XP_043642206.1,444,6.686,50061.73,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila teissieri,Diptera,GCF_016746235.2,XP_043641564.1,439,7.2084,49294.13,Extracellular|Lysosome/Vacuole,OG0000001,['Glyco_hydro_18'],1
Drosophila pseudoobscura,Diptera,GCF_009870125.1,XP_001354408.3,443,7.4974,48714.3,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila teissieri,Diptera,GCF_016746235.2,XP_043641563.1,440,6.5018,49026.47,Extracellular,OG0000001,['Glyco_hydro_18'],1
Sabethes cyaneus,Diptera,GCF_943734655.1,XP_053697925.1,442,8.0921,48352.17,Extracellular,OG0000001,['Glyco_hydro_18'],1
Anthonomus grandis grandis,Coleoptera,GCF_022605725.1,XP_050306762.1,453,7.1812,50231.12,Extracellular,OG0000001,['Glyco_hydro_18'],1
Sabethes cyaneus,Diptera,GCF_943734655.1,XP_053697940.1,448,8.0813,49415.3,Extracellular,OG0000001,['Glyco_hydro_18'],1
Anopheles maculipalpis,Diptera,GCF_943734695.1,XP_050079039.1,439,8.2691,48272.0,Extracellular,OG0000001,['Glyco_hydro_18'],1
Anopheles maculipalpis,Diptera,GCF_943734695.1,XP_050077736.1,446,7.4673,49381.9,Extracellular|Lysosome/Vacuole,OG0000001,['Glyco_hydro_18'],1
Stomoxys calcitrans,Diptera,GCF_963082655.1,XP_013099241.2,446,9.5782,50527.76,Extracellular,OG0000001,['Glyco_hydro_18'],1
Stomoxys calcitrans,Diptera,GCF_963082655.1,XP_013099242.2,436,6.7718,48801.71,Extracellular,OG0000001,['Glyco_hydro_18'],1
Stomoxys calcitrans,Diptera,GCF_963082655.1,XP_013099260.2,441,6.8238,50054.07,Extracellular,OG0000001,['Glyco_hydro_18'],1
Schistocerca nitens,Orthoptera,GCF_023898315.1,XP_049788696.1,437,9.3754,48905.69,Extracellular,OG0000001,['Glyco_hydro_18'],1
Bombus huntii,Hymenoptera,GCF_024542735.1,XP_050492470.1,440,6.9629,48665.97,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila guanche,Diptera,GCF_900245975.1,XP_034120461.1,458,7.6403,51008.92,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila santomea,Diptera,GCF_016746245.2,XP_039480676.1,1338,7.7454,149696.09,Extracellular,OG0000001,"['Glyco_hydro_18', 'Glyco_hydro_18', 'Glyco_hydro_18']",1
Atta colombica,Hymenoptera,GCF_001594045.1,XP_018058420.1,488,7.2545,54409.4,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila sechellia,Diptera,GCF_004382195.2,XP_002034434.1,443,6.69,50046.77,Extracellular,OG0000001,['Glyco_hydro_18'],1
Bombyx mori,Lepidoptera,GCF_014905235.1,XP_037871889.1,455,6.957,50568.63,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila santomea,Diptera,GCF_016746245.2,XP_039479949.1,444,6.7354,50161.77,Extracellular,OG0000001,['Glyco_hydro_18'],1
Diachasma alloeum,Hymenoptera,GCF_001412515.2,XP_015123098.1,434,7.7551,48310.76,Extracellular,OG0000001,['Glyco_hydro_18'],1
Belonocnema kinseyi,Hymenoptera,GCF_010883055.1,XP_033221448.1,439,7.2866,49325.92,Extracellular,OG0000001,['Glyco_hydro_18'],1
Diachasma alloeum,Hymenoptera,GCF_001412515.2,XP_015123099.1,434,7.7551,48310.76,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila sechellia,Diptera,GCF_004382195.2,XP_002038818.2,1282,6.9076,143076.95,Extracellular,OG0000001,"['Glyco_hydro_18', 'Glyco_hydro_18', 'Glyco_hydro_18']",1
Drosophila sechellia,Diptera,GCF_004382195.2,XP_002041819.1,442,7.8062,48551.09,Extracellular,OG0000001,['Glyco_hydro_18'],1
Bombyx mori,Lepidoptera,GCF_014905235.1,NP_001036847.1,433,7.7831,48159.36,Extracellular,OG0000001,['Glyco_hydro_18'],1
Dendroctonus ponderosae,Coleoptera,GCF_020466585.1,XP_048521142.1,444,6.5924,49209.75,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila sechellia,Diptera,GCF_004382195.2,XP_032572991.1,452,7.9114,50287.28,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila willistoni,Diptera,GCF_018902025.1,XP_002074760.2,535,6.7276,60345.86,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila sechellia,Diptera,GCF_004382195.2,XP_002038817.1,440,6.5012,49144.59,Extracellular,OG0000001,['Glyco_hydro_18'],1
Anopheles cruzii,Diptera,GCF_943734635.1,XP_052869510.1,438,8.3792,48229.98,Extracellular|Lysosome/Vacuole,OG0000001,['Glyco_hydro_18'],1
Cydia pomonella,Lepidoptera,GCF_033807575.1,XP_061728162.1,440,6.957,48452.22,Extracellular,OG0000001,['Glyco_hydro_18'],1
Belonocnema kinseyi,Hymenoptera,GCF_010883055.1,XP_033221449.1,439,7.2866,49325.92,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila subobscura,Diptera,GCF_008121235.1,XP_034670255.1,439,6.6574,48783.09,Extracellular,OG0000001,['Glyco_hydro_18'],1
Diabrotica virgifera virgifera,Coleoptera,GCF_917563875.1,XP_050510389.1,434,7.0141,48300.93,Extracellular,OG0000001,['Glyco_hydro_18'],1
Diabrotica virgifera virgifera,Coleoptera,GCF_917563875.1,XP_050510387.1,452,8.4805,51431.57,Extracellular,OG0000001,['Glyco_hydro_18'],1
Anopheles aquasalis,Diptera,GCF_943734665.1,XP_050084117.1,428,6.1736,46843.98,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila subobscura,Diptera,GCF_008121235.1,XP_034670256.1,439,7.1714,49140.12,Extracellular,OG0000001,['Glyco_hydro_18'],1
Vanessa cardui,Lepidoptera,GCF_905220365.1,XP_046976789.1,441,7.4123,48897.77,Extracellular,OG0000001,['Glyco_hydro_18'],1
Anopheles aquasalis,Diptera,GCF_943734665.1,XP_050084118.1,423,4.5443,46523.17,Extracellular,OG0000001,['Glyco_hydro_18'],1
Anopheles moucheti,Diptera,GCF_943734755.1,XP_052896099.1,445,8.0857,49397.09,Extracellular|Lysosome/Vacuole,OG0000001,['Glyco_hydro_18'],1
Drosophila mauritiana,Diptera,GCF_004382145.1,XP_033151960.1,440,6.5015,49158.61,Extracellular,OG0000001,['Glyco_hydro_18'],1
Anopheles moucheti,Diptera,GCF_943734755.1,XP_052896100.1,438,8.0793,48122.66,Extracellular|Lysosome/Vacuole,OG0000001,['Glyco_hydro_18'],1
Anopheles cruzii,Diptera,GCF_943734635.1,XP_052870922.1,446,8.2731,49605.4,Extracellular,OG0000001,['Glyco_hydro_18'],1
Cryptotermes secundus,Blattodea,GCF_002891405.2,XP_023726531.1,438,7.0518,48318.87,Extracellular,OG0000001,['Glyco_hydro_18'],1
Dendroctonus ponderosae,Coleoptera,GCF_020466585.1,XP_019767107.1,460,6.512,51893.7,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila mauritiana,Diptera,GCF_004382145.1,XP_033151971.1,439,7.9738,49440.45,Extracellular,OG0000001,['Glyco_hydro_18'],1
Photinus pyralis,Coleoptera,GCF_008802855.1,XP_031343530.1,438,8.0424,48692.36,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila mauritiana,Diptera,GCF_004382145.1,XP_033153213.1,443,7.0006,49925.69,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila willistoni,Diptera,GCF_018902025.1,XP_002071011.1,443,7.2333,48609.3,Extracellular|Lysosome/Vacuole,OG0000001,['Glyco_hydro_18'],1
Drosophila willistoni,Diptera,GCF_018902025.1,XP_002066872.1,436,7.1474,48983.64,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila willistoni,Diptera,GCF_018902025.1,XP_002066871.1,439,7.1242,48787.23,Extracellular,OG0000001,['Glyco_hydro_18'],1
Hyposmocoma kahamanoa,Lepidoptera,GCF_003589595.1,XP_026319611.1,434,7.4039,48401.86,Extracellular,OG0000001,['Glyco_hydro_18'],1
Culex pipiens pallens,Diptera,GCF_016801865.2,XP_039447836.1,440,6.7692,48658.38,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila albomicans,Diptera,GCF_009650485.2,XP_034114262.1,443,6.5456,50194.01,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila albomicans,Diptera,GCF_009650485.2,XP_034112888.1,443,7.1928,48721.17,Extracellular|Lysosome/Vacuole,OG0000001,['Glyco_hydro_18'],1
Drosophila albomicans,Diptera,GCF_009650485.2,XP_034111086.1,454,7.6219,50738.64,Extracellular,OG0000001,['Glyco_hydro_18'],1
Nilaparvata lugens,Hemiptera,GCF_014356525.2,XP_039299774.1,433,7.5788,48988.71,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila albomicans,Diptera,GCF_009650485.2,XP_034108076.1,442,7.1795,49595.14,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila mauritiana,Diptera,GCF_004382145.1,XP_033170509.1,442,7.8062,48577.13,Extracellular,OG0000001,['Glyco_hydro_18'],1
Halyomorpha halys,Hemiptera,GCF_000696795.2,XP_014277586.1,494,8.515,54577.46,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila albomicans,Diptera,GCF_009650485.2,XP_034099995.1,443,7.1933,49836.54,Extracellular,OG0000001,['Glyco_hydro_18'],1
Neodiprion fabricii,Hymenoptera,GCF_021155785.1,XP_046421853.1,434,7.0511,48354.56,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila albomicans,Diptera,GCF_009650485.2,XP_034098470.1,439,7.0894,49272.54,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila albomicans,Diptera,GCF_009650485.2,XP_034098469.1,448,5.9156,50180.22,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila mauritiana,Diptera,GCF_004382145.1,XP_033172627.1,442,6.7359,49889.29,Extracellular,OG0000001,['Glyco_hydro_18'],1
Anopheles bellator,Diptera,GCF_943735745.2,XP_058063013.1,431,5.2114,47335.21,Extracellular,OG0000001,['Glyco_hydro_18'],1
Culex pipiens pallens,Diptera,GCF_016801865.2,XP_039447818.1,440,8.0927,48058.0,Extracellular,OG0000001,['Glyco_hydro_18'],1
Ooceraea biroi,Hymenoptera,GCF_003672135.1,XP_026830528.1,447,7.2183,49456.42,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila albomicans,Diptera,GCF_009650485.2,XP_051858232.1,449,8.4971,49964.37,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila albomicans,Diptera,GCF_009650485.2,XP_051858236.1,830,6.961,93976.66,Extracellular,OG0000001,"['Glyco_hydro_18', 'Glyco_hydro_18']",1
Drosophila willistoni,Diptera,GCF_018902025.1,XP_002066870.1,438,7.2537,49025.82,Extracellular|Lysosome/Vacuole,OG0000001,['Glyco_hydro_18'],1
Drosophila willistoni,Diptera,GCF_018902025.1,XP_002061039.1,458,7.3575,50973.94,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila mauritiana,Diptera,GCF_004382145.1,XP_033154149.1,347,6.5714,39378.11,Cytoplasm,OG0000001,"['GST_N_3', 'Glyco_hydro_18']",1
Neodiprion pinetum,Hymenoptera,GCF_021155775.1,XP_046478950.1,434,7.0511,48355.6,Extracellular,OG0000001,['Glyco_hydro_18'],1
Zerene cesonia,Lepidoptera,GCF_012273895.1,XP_038216342.1,441,7.7377,48775.55,Extracellular,OG0000001,['Glyco_hydro_18'],1
Nasonia vitripennis,Hymenoptera,GCF_009193385.2,XP_001599305.1,437,8.0339,48252.66,Extracellular,OG0000001,['Glyco_hydro_18'],1
Macrosteles quadrilineatus,Hemiptera,GCF_028750875.1,XP_054270557.1,434,8.2027,48055.7,Extracellular|Lysosome/Vacuole,OG0000001,['Glyco_hydro_18'],1
Macrosteles quadrilineatus,Hemiptera,GCF_028750875.1,XP_054270392.1,434,7.9678,48216.82,Extracellular|Lysosome/Vacuole,OG0000001,['Glyco_hydro_18'],1
Vespula vulgaris,Hymenoptera,GCF_905475345.1,XP_050850495.1,434,7.521,48346.75,Extracellular,OG0000001,['Glyco_hydro_18'],1
Polistes canadensis,Hymenoptera,GCF_001313835.1,XP_014605870.1,435,7.8021,48460.89,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila mauritiana,Diptera,GCF_004382145.1,XP_033156614.1,452,7.9132,50267.29,Extracellular,OG0000001,['Glyco_hydro_18'],1
Culex pipiens pallens,Diptera,GCF_016801865.2,XP_039447817.1,449,8.6032,49288.16,Extracellular,OG0000001,['Glyco_hydro_18'],1
Anopheles arabiensis,Diptera,GCF_016920715.1,XP_040162409.1,447,7.1471,49631.21,Extracellular|Lysosome/Vacuole,OG0000001,['Glyco_hydro_18'],1
Anopheles arabiensis,Diptera,GCF_016920715.1,XP_040162410.1,439,8.0039,48124.65,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila albomicans,Diptera,GCF_009650485.2,XP_051858239.1,434,6.4986,49036.3,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila albomicans,Diptera,GCF_009650485.2,XP_051858233.1,444,6.5647,50136.0,Extracellular,OG0000001,['Glyco_hydro_18'],1
Ooceraea biroi,Hymenoptera,GCF_003672135.1,XP_026830373.1,447,7.2183,49410.58,Extracellular,OG0000001,['Glyco_hydro_18'],1
Dufourea novaeangliae,Hymenoptera,GCF_001272555.1,XP_015430447.1,440,7.4443,48814.26,Extracellular,OG0000001,['Glyco_hydro_18'],1
Anopheles cruzii,Diptera,GCF_943734635.1,XP_052870923.1,446,8.2731,49605.4,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila simulans,Diptera,GCF_016746395.2,XP_002079640.1,441,7.4736,49094.35,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila simulans,Diptera,GCF_016746395.2,XP_002079639.1,440,6.501,49130.56,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila simulans,Diptera,GCF_016746395.2,XP_002079638.2,439,7.208,49450.4,Extracellular|Lysosome/Vacuole,OG0000001,['Glyco_hydro_18'],1
Drosophila navojoa,Diptera,GCF_001654015.2,XP_017965606.1,451,7.4962,49614.44,Extracellular,OG0000001,['Glyco_hydro_18'],1
Nymphalis io,Lepidoptera,GCF_905147045.1,XP_050361020.1,431,7.7691,47789.45,Extracellular,OG0000001,['Glyco_hydro_18'],1
Osmia bicornis bicornis,Hymenoptera,GCF_907164935.1,XP_029044288.1,440,7.0075,48854.22,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila navojoa,Diptera,GCF_001654015.2,XP_017960272.1,443,6.8245,49731.47,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila navojoa,Diptera,GCF_001654015.2,XP_017959791.1,458,7.6147,51122.08,Extracellular,OG0000001,['Glyco_hydro_18'],1
Dinoponera quadriceps,Hymenoptera,GCF_001313825.1,XP_014474763.1,449,7.9934,50250.91,Extracellular,OG0000001,['Glyco_hydro_18'],1
Leguminivora glycinivorella,Lepidoptera,GCF_023078275.1,XP_048005969.1,441,7.0068,48493.21,Extracellular,OG0000001,['Glyco_hydro_18'],1
Schistocerca piceifrons,Orthoptera,GCF_021461385.2,XP_047110014.1,432,7.4261,47811.03,Extracellular,OG0000001,['Glyco_hydro_18'],1
Solenopsis invicta,Hymenoptera,GCF_016802725.1,XP_025988924.1,449,6.8175,49577.78,Extracellular,OG0000001,['Glyco_hydro_18'],1
Schistocerca piceifrons,Orthoptera,GCF_021461385.2,XP_047112756.1,434,7.3757,48170.71,Extracellular,OG0000001,['Glyco_hydro_18'],1
Schistocerca piceifrons,Orthoptera,GCF_021461385.2,XP_047114022.1,437,9.2706,48848.63,Extracellular,OG0000001,['Glyco_hydro_18'],1
Schistocerca cancellata,Orthoptera,GCF_023864275.1,XP_049777123.1,437,9.1545,48802.51,Extracellular,OG0000001,['Glyco_hydro_18'],1
Bemisia tabaci,Hemiptera,GCF_001854935.1,XP_018916491.1,427,8.4989,47398.02,Extracellular,OG0000001,['Glyco_hydro_18'],1
Topomyia yanbarensis,Diptera,GCF_030247195.1,XP_058814815.1,442,7.6242,48522.41,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila simulans,Diptera,GCF_016746395.2,XP_002081808.2,452,7.9114,50256.31,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila navojoa,Diptera,GCF_001654015.2,XP_030241755.1,440,6.9629,49372.1,Extracellular,OG0000001,['Glyco_hydro_18'],1
Pieris napi,Lepidoptera,GCF_905475465.1,XP_047524984.1,440,7.4429,48893.8,Extracellular,OG0000001,['Glyco_hydro_18'],1
Fopius arisanus,Hymenoptera,GCF_000806365.1,XP_011297816.1,431,7.7892,47557.98,Extracellular,OG0000001,['Glyco_hydro_18'],1
Bemisia tabaci,Hemiptera,GCF_001854935.1,XP_018903664.1,454,7.2086,50237.15,Extracellular,OG0000001,['Glyco_hydro_18'],1
Bemisia tabaci,Hemiptera,GCF_001854935.1,XP_018904260.1,566,4.9741,65221.69,Extracellular,OG0000001,['Glyco_hydro_18'],1
Lutzomyia longipalpis,Diptera,GCF_024334085.1,XP_055692253.1,441,7.1702,48916.42,Extracellular,OG0000001,['Glyco_hydro_18'],1
Hylaeus volcanicus,Hymenoptera,GCF_026283585.1,XP_053984569.1,440,7.0072,48842.27,Extracellular,OG0000001,['Glyco_hydro_18'],1
Apis cerana,Hymenoptera,GCF_029169275.1,XP_016909927.1,444,7.7351,49240.63,Extracellular,OG0000001,['Glyco_hydro_18'],1
Apis cerana,Hymenoptera,GCF_029169275.1,XP_016909928.1,438,8.0173,48652.01,Extracellular,OG0000001,['Glyco_hydro_18'],1
Diprion similis,Hymenoptera,GCF_021155765.1,XP_046743543.1,435,7.755,48018.47,Extracellular,OG0000001,['Glyco_hydro_18'],1
Bombus terrestris,Hymenoptera,GCF_910591885.1,XP_012175190.1,440,7.1796,48692.93,Extracellular,OG0000001,['Glyco_hydro_18'],1
Phlebotomus papatasi,Diptera,GCF_024763615.1,XP_055706659.1,443,7.648,48803.35,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila simulans,Diptera,GCF_016746395.2,XP_016038719.1,442,7.8062,48591.15,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila santomea,Diptera,GCF_016746245.2,XP_039498694.1,442,7.803,48598.1,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila navojoa,Diptera,GCF_001654015.2,XP_030241801.1,437,7.992,49317.62,Extracellular|Lysosome/Vacuole,OG0000001,['Glyco_hydro_18'],1
Drosophila navojoa,Diptera,GCF_001654015.2,XP_030241800.1,439,6.6955,49496.95,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila simulans,Diptera,GCF_016746395.2,XP_002082078.3,443,6.7703,49905.67,Extracellular,OG0000001,['Glyco_hydro_18'],1
Anopheles bellator,Diptera,GCF_943735745.2,XP_058061240.1,438,8.3709,48189.01,Extracellular,OG0000001,['Glyco_hydro_18'],1
Topomyia yanbarensis,Diptera,GCF_030247195.1,XP_058814816.1,440,8.0977,48587.43,Extracellular,OG0000001,['Glyco_hydro_18'],1
Schistocerca cancellata,Orthoptera,GCF_023864275.1,XP_049777158.1,432,7.1269,47832.0,Extracellular,OG0000001,['Glyco_hydro_18'],1
Maniola hyperantus,Lepidoptera,GCF_902806685.1,XP_034839343.1,440,7.7207,48486.13,Extracellular,OG0000001,['Glyco_hydro_18'],1
Microplitis mediator,Hymenoptera,GCF_029852145.1,XP_057319364.1,433,7.3559,48098.42,Extracellular,OG0000001,['Glyco_hydro_18'],1
Anopheles cruzii,Diptera,GCF_943734635.1,XP_052871681.1,140,6.4821,15701.02,Extracellular,OG0000001,['Glyco_hydro_18'],1
Anopheles cruzii,Diptera,GCF_943734635.1,XP_052871680.1,140,6.4821,15701.02,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila subobscura,Diptera,GCF_008121235.1,XP_034651875.1,443,6.8163,49277.85,Extracellular,OG0000001,['Glyco_hydro_18'],1
Aphis gossypii,Hemiptera,GCF_020184175.1,XP_027843903.1,442,8.7491,48946.15,Extracellular,OG0000001,['Glyco_hydro_18'],1
Megachile rotundata,Hymenoptera,GCF_000220905.1,XP_012138897.1,440,7.4429,48922.45,Extracellular,OG0000001,['Glyco_hydro_18'],1
Anopheles cruzii,Diptera,GCF_943734635.1,XP_052871441.1,468,6.3265,52331.99,Extracellular,OG0000001,"['Glyco_hydro_18', 'Glyco_hydro_18']",1
Drosophila subobscura,Diptera,GCF_008121235.1,XP_034654748.1,454,7.3384,50568.34,Extracellular|Lysosome/Vacuole,OG0000001,['Glyco_hydro_18'],1
Megachile rotundata,Hymenoptera,GCF_000220905.1,XP_003702512.1,434,7.4429,48332.84,Extracellular,OG0000001,['Glyco_hydro_18'],1
Anopheles cruzii,Diptera,GCF_943734635.1,XP_052871440.1,324,7.1175,36295.95,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila subobscura,Diptera,GCF_008121235.1,XP_034661747.1,443,7.4696,48763.37,Extracellular,OG0000001,['Glyco_hydro_18'],1
Anopheles aquasalis,Diptera,GCF_943734665.1,XP_050084115.1,444,7.7708,48857.63,Extracellular,OG0000001,['Glyco_hydro_18'],1
Anopheles aquasalis,Diptera,GCF_943734665.1,XP_050084116.1,439,8.6075,48116.9,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila subobscura,Diptera,GCF_008121235.1,XP_034670254.1,443,7.4737,49394.7,Extracellular,OG0000001,['Glyco_hydro_18'],1
Microplitis demolitor,Hymenoptera,GCF_026212275.2,XP_008560038.1,433,7.1946,48080.4,Extracellular,OG0000001,['Glyco_hydro_18'],1
Schistocerca cancellata,Orthoptera,GCF_023864275.1,XP_049777131.1,435,7.8428,48531.12,Extracellular,OG0000001,['Glyco_hydro_18'],1
Bombus impatiens,Hymenoptera,GCF_000188095.3,XP_003489372.1,440,6.9571,48636.91,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila arizonae,Diptera,GCF_001654025.1,XP_017859476.1,440,6.7666,49426.18,Extracellular,OG0000001,['Glyco_hydro_18'],1
Vespa velutina,Hymenoptera,GCF_912470025.1,XP_047351207.1,434,7.4964,48372.8,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila biarmipes,Diptera,GCF_025231255.1,XP_016967942.1,454,7.9005,50570.56,Extracellular,OG0000001,['Glyco_hydro_18'],1
Apis laboriosa,Hymenoptera,GCF_014066325.1,XP_043797092.1,448,7.7351,49694.24,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila santomea,Diptera,GCF_016746245.2,XP_039484715.1,452,7.9216,50329.28,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila arizonae,Diptera,GCF_001654025.1,XP_017872388.1,451,7.4962,49715.55,Extracellular,OG0000001,['Glyco_hydro_18'],1
Venturia canescens,Hymenoptera,GCF_019457755.1,XP_043274015.1,455,7.8912,50546.58,Extracellular,OG0000001,['Glyco_hydro_18'],1
Pieris brassicae,Lepidoptera,GCF_905147105.1,XP_045530769.1,433,7.7843,48059.71,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila biarmipes,Diptera,GCF_025231255.1,XP_016965789.1,441,7.2688,49463.74,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila biarmipes,Diptera,GCF_025231255.1,XP_016964824.1,439,7.4962,49686.62,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila biarmipes,Diptera,GCF_025231255.1,XP_016964813.1,440,6.5875,49396.82,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila arizonae,Diptera,GCF_001654025.1,XP_017865855.1,443,7.091,49688.23,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila biarmipes,Diptera,GCF_025231255.1,XP_016958831.1,443,6.7699,49450.96,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila biarmipes,Diptera,GCF_025231255.1,XP_016954605.1,442,7.7923,48433.94,Extracellular|Lysosome/Vacuole,OG0000001,['Glyco_hydro_18'],1
